base_fee_per_gas,block_time,gas_limit,gas_price,gas_used,max_fee_per_gas,max_priority_fee_per_gas,priority_fee_per_gas
,1625432395,21000,12000000000,21000,,,
58153223321,1643631797,21000,59653223321,21000,62651243200,1500000000,1500000000
,1618749516,21000,198000000000,21000,,,
,1618331044,21000,140000000000,21000,,,
,1621474190,21000,564000000000,21000,,,
96278233853,1637965449,21000,97778233853,21000,127016163024,1500000000,1500000000
96278233853,1637965449,21000,97778233853,21000,111765176294,1500000000,1500000000
181475932410,1641923374,21000,182975932410,21000,221875810010,1500000000,1500000000
41561906381,1645266602,21000,43061906381,21000,50770117425,1500000000,1500000000
,1620107237,21000,34000000000,21000,,,
,1621472347,21000,522000000000,21000,,,
87755626942,1643593959,21000,89102498901,21000,111569449898,1346871959,1346871959
,1618327205,21000,141000000000,21000,,,
,1622591098,22000,42000000000,21000,,,
,1622523713,22000,41000000000,21000,,,
206730562835,1637916864,21000,208501148455,21000,223764315674,1770585620,1770585620
109719365509,1637912472,21000,111219365509,21000,120277226091,1500000000,1500000000
81221922041,1637970715,21000,82721922041,21000,119125258773,1500000000,1500000000
127583432303,1641912032,21000,129083432303,21000,167637238572,1500000000,1500000000
,1620096402,21000,42000000000,21000,,,
,1621502109,22000,101000000000,21000,,,
95763133851,1637958909,21000,97263133851,21000,127813254783,1500000000,1500000000
213280009695,1637918165,21000,302451863271,21000,302451863271,225500000000,89171853576
89101640274,1630763732,21000,101000000000,21000,101000000000,101000000000,11898359726
101217114615,1630722907,21000,105000000000,21000,105000000000,105000000000,3782885385
53576446885,1631389272,21000,56000000000,21000,56000000000,56000000000,2423553115
56707707102,1634031775,21000,74000000000,21000,,,
