base_fee_per_gas,block_time,gas_limit,gas_price,gas_used,max_fee_per_gas,max_priority_fee_per_gas,priority_fee_per_gas
125542622194,1649089665,21000,126631918098,21000,126631918098,126631918098,1089295904
35136612007,1649058306,21000,39256521113,21000,39256521113,39256521113,4119909106
35514510579,1649035389,21000,36331241454,21000,36331241454,36331241454,816730875
38696751826,1646267053,21000,46018189829,21000,46018189829,46018189829,7321438003
50614857252,1646320217,21000,53493822515,21000,53493822515,53493822515,2878965263
60715590274,1645033241,21000,65129158834,21000,65129158834,65129158834,4413568560
60715590274,1645033241,21000,70124242729,21000,70124242729,70124242729,9408652455
31284427180,1650807982,21000,31900597793,21000,31900597793,31900597793,616170613
33004999447,1650813544,21000,34504999447,21000,51761861572,1500000000,1500000000
33004999447,1650813544,21000,37163085794,21000,37163085794,37163085794,4158086347
33004999447,1650813544,21000,44403335064,21000,44403335064,44403335064,11398335617
18097846281,1650759499,21000,20597846281,21000,79851616992,2500000000,2500000000
15409980324,1650792390,21000,16346749096,21000,16346749096,16346749096,936768772
60044280388,1649038305,21000,61544280388,21000,66080647240,1500000000,1500000000
48145780985,1648766202,21000,56970768341,21000,56970768341,56970768341,8824987356
47158288794,1648698282,21000,47849652990,21000,47849652990,47849652990,691364196
68206444984,1645043700,21000,92133930178,21000,92133930178,92133930178,23927485194
40432649414,1650588730,21000,41839401684,21000,41839401684,41839401684,1406752270
26256205966,1650612303,21000,28191323967,21000,28191323967,28191323967,1935118001
28940944684,1650820555,21000,31870745127,21000,31870745127,31870745127,2929800443
28940944684,1650820555,21000,31870745127,21000,31870745127,31870745127,2929800443
36862533603,1649042008,21000,40000000000,21000,40000000000,5000000000,3137466397
112822419413,1649089583,21000,122330745551,21000,122330745551,122330745551,9508326138
44402032187,1649038011,21000,51315555500,21000,51315555500,51315555500,6913523313
45164868895,1649054045,21000,46471235271,21000,46471235271,46471235271,1306366376
33458901668,1646307438,21000,37648893351,21000,37648893351,37648893351,4189991683
42726581445,1646341868,21000,46460082332,21000,46460082332,46460082332,3733500887
45319708682,1646344349,21000,45767891421,21000,45767891421,45767891421,448182739
29127463721,1646344161,21000,59127463721,21000,100000000000,30000000000,30000000000
35728425679,1648723984,21000,42760451817,21000,42760451817,42760451817,7032026138
33191859533,1648705822,21000,43918136300,21000,43918136300,32275253994,10726276767
19983443048,1648292221,21000,23838220626,21000,23838220626,23838220626,3854777578
31005140519,1648262088,21000,34677808853,21000,34677808853,34677808853,3672668334
31005140519,1648262088,21000,35478600208,21000,35478600208,35478600208,4473459689
32907389598,1648322804,21000,34972742979,21000,34972742979,34972742979,2065353381
71677481943,1650652646,21000,77841196105,21000,77841196105,77841196105,6163714162
24458267003,1650805689,21000,30000000000,21000,,,
34950755873,1650829965,21000,37176394118,21000,37176394118,37176394118,2225638245
42278166768,1649044103,21000,48508462983,21000,48508462983,48508462983,6230296215
42278166768,1649044103,21000,49027562312,21000,49027562312,49027562312,6749395544
35501058144,1646293091,21000,39060262276,21000,39060262276,39060262276,3559204132
42221087056,1646344023,21000,43721087056,21000,55207595200,1500000000,1500000000
48929951629,1644999850,21000,50681111015,21000,50681111015,50681111015,1751159386
63600760111,1644988139,21000,86207188645,21000,86207188645,86207188645,22606428534
43469321668,1650810178,21000,46257388380,21000,46257388380,46257388380,2788066712
75089038425,1649091009,21000,78359716078,21000,78359716078,68097229361,3270677653
61124444388,1649082794,21000,66447278172,21000,66447278172,66447278172,5322833784
43497675966,1646281702,21000,49755440943,21000,49755440943,49755440943,6257764977
36069292456,1646332841,21000,39433924183,21000,39433924183,39433924183,3364631727
52410617739,1648765985,21000,53910617739,21000,54439561617,1500000000,1500000000
56341810679,1645024120,21000,65347355799,21000,65347355799,65347355799,9005545120
48775338370,1650641832,21000,55796248014,21000,55796248014,55796248014,7020909644
44053787652,1650668106,21000,45553787652,21000,61738683335,1500000000,1500000000
49441782707,1649038197,21000,50941782707,21000,72285644344,1500000000,1500000000
34606842923,1646297037,21000,36830247870,21000,36830247870,36830247870,2223404947
45654552459,1646343555,21000,48531505503,21000,48531505503,48531505503,2876953044
63654431273,1645043455,21000,65782640510,21000,65782640510,65782640510,2128209237
38279872096,1650598527,21000,38564119247,21000,38564119247,38564119247,284247151
38343354178,1650831442,21000,40771908386,21000,40771908386,40771908386,2428554208
38343354178,1650831442,21000,40771908386,21000,40771908386,40771908386,2428554208
29517655648,1646300236,21000,37303919360,21000,37303919360,37303919360,7786263712
